도번,LG부품,LG품명,매핑후보,상태,← 담당: 이 부품이 속한 자도번
AJR30135502,5210A22409B,"Tube,Connector",,미매핑,
AJR30136001,5210A22409B,"Tube,Connector",,미매핑,
AJR30138201,4010AR3071B,"Socket,Flare",,미매핑,
AJR30140101,MCD30221601,"Connector,Hose",,미매핑,
AJR30140102,MCD30221601,"Connector,Hose",,미매핑,
AJR30140103,MCD30221601,"Connector,Hose",,미매핑,
AJR30140104,MCD30221601,"Connector,Hose",,미매핑,
AJR30140105,MCD30221601,"Connector,Hose",,미매핑,
AJR30140106,MCD30221601,"Connector,Hose",,미매핑,
AJR30157301,3H01582D,Tie,,미매핑,
AJR30157801,3H01582D,Tie,,미매핑,
AJR30161402,MJU00855804,"Tube,Connector",,미매핑,
AJR30161404,MBL68702136,Cap,,미매핑,
AJR30161404,MJU65528066,"Tube,Connector",,미매핑,
AJR30161405,MJU00855818,"Tube,Connector",,미매핑,
AJR30161405,MJU00873804,"Tube,Connector",,미매핑,
AJR30161405,MJU00890801,"Tube,Connector",,미매핑,
AJR30161406,MJU65528065,"Tube,Connector",,미매핑,
AJR30161408,MBL68702135,Cap,,미매핑,
AJR30161408,MJU65528065,"Tube,Connector",,미매핑,
AJR30167201,MJU00780003,"Tube,Connector",,미매핑,
AJR30359801,4930A20053A,"Holder,Sensor",,미매핑,
AJR30359801,MJU61889105,"Tube,Distributor",,미매핑,
AJR32563602,3H00739D,Spring,,미매핑,
AJR32563602,3H01582D,Tie,,미매핑,
AJR32563602,4930A20053A,"Holder,Sensor",,미매핑,
AJR32563602,53402025,"Tape,Filament",,미매핑,
AJR32674713,MJR61841701,Tie,,미매핑,
AJR32846402,4H00049A,"Tube,Pinch Off",,미매핑,
AJR32883905,5410A30055D,"Insulator,Tube",,미매핑,
AJR33796506,MJR61841701,Tie,,미매핑,
AJR33796512,MJR61841701,Tie,,미매핑,
AJR33796513,MJR61841701,Tie,,미매핑,
AJR34407805,3A00375B,"Socket,Flare",,미매핑,
AJR34407805,5410A30055D,"Insulator,Tube",,미매핑,
AJR34511805,3A00375B,"Socket,Flare",,미매핑,
AJR34511807,3A00375B,"Socket,Flare",,미매핑,
AJR34511808,3A00375B,"Socket,Flare",,미매핑,
AJR34511808,4930A20053A,"Holder,Sensor",,미매핑,
AJR34565804,3H01582B,Tie,,미매핑,
AJR34565827,3H01582D,Tie,,미매핑,
AJR34565827,MJU63512503,"Tube,Distributor",,미매핑,
AJR34565827,MJU64093707,"Tube,Condenser",,미매핑,
AJR34565827,MJU64093708,"Tube,Condenser",,미매핑,
AJR34565827,MJU64093709,"Tube,Condenser",,미매핑,
AJR34565827,MJU64093710,"Tube,Condenser",,미매핑,
AJR34739801,5210A20322H,"Tube,Pinch Off",,미매핑,
AJR34739820,4H00049A,"Tube,Pinch Off",,미매핑,
AJR34739821,4H00049A,"Tube,Pinch Off",,미매핑,
AJR34870201,3H01582D,Tie,,미매핑,
AJR35724301,4H00049A,"Tube,Pinch Off",,미매핑,
AJR35938601,MJU41496002,"Tube,Discharge",,미매핑,
AJR35938601,MJU41496102,"Tube,Discharge",,미매핑,
AJR35938601,MJU41496302,"Tube,Discharge",,미매핑,
AJR35948517,4H00006C,"Screw,Customized",,미매핑,
AJR35948517,MJX42581402,"Valve,Service",,미매핑,
AJR35948517,MJX42581602,"Valve,Service",,미매핑,
AJR36013006,3H01582B,Tie,,미매핑,
AJR36013006,4930A20053A,"Holder,Sensor",,미매핑,
AJR36013006,EBF40271401,"Switch,Pressure",,미매핑,
AJR36013007,3H01582B,Tie,,미매핑,
AJR36013007,4930A20053A,"Holder,Sensor",,미매핑,
AJR36089801,4H00049A,"Tube,Pinch Off",,미매핑,
AJR36137805,3H01582B,Tie,,미매핑,
AJR36366801,5220AR3228Y,"Valve,Reverse",,미매핑,
AJR36479502,5220A90010G,"Valve,Expansion Body",,미매핑,
AJR36479502,MJU42132502,"Tube,Connector",,미매핑,
AJR36479502,MJU42132503,"Tube,Connector",,미매핑,
AJR36479508,MJU42132502,"Tube,Connector",,미매핑,
AJR36479508,MJU42132503,"Tube,Connector",,미매핑,
AJR36852701,3H01582B,Tie,,미매핑,
AJR36852701,5410A30055S,"Insulator,Tube",,미매핑,
AJR37042101,3H01582B,Tie,,미매핑,
AJR37048418,MJU61920205,"Tube,Connector",,미매핑,
AJR37103404,4930A20053A,"Holder,Sensor",,미매핑,
AJR37103404,4H00049A,"Tube,Pinch Off",,미매핑,
AJR37105401,4A00322A,"Valve,Check",,미매핑,
AJR37105401,4A00609A,Cap,,미매핑,
AJR37161107,4H00049A,"Tube,Pinch Off",,미매핑,
AJR37161108,4H00049A,"Tube,Pinch Off",,미매핑,
AJR52676204,4010AR3071B,"Socket,Flare",,미매핑,
AJR55707008,5410A20111L,"Damper,Butyl",,미매핑,
AJR55707008,MJU47978301,"Tube,Connector",,미매핑,
AJR55707008,MJU47978302,"Tube,Connector",,미매핑,
AJR55707009,5410A20111L,"Damper,Butyl",,미매핑,
AJR55707101,5006AR4091C,Cap,,미매핑,
AJR55707101,5410A30055F,"Insulator,Tube",,미매핑,
AJR56992602,3H01582B,Tie,,미매핑,
AJR62820102,4H00049A,"Tube,Pinch Off",,미매핑,
AJR65059803,3H01582B,Tie,,미매핑,
AJR65059804,3H01582B,Tie,,미매핑,
AJR65507613,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507704,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507704,5211A22074A,"Tube Assembly,Connector",,미매핑,
AJR65507705,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507708,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507709,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507710,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507710,53402025,"Tape,Filament",,미매핑,
AJR65507715,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507716,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507720,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507720,5211A22074A,"Tube Assembly,Connector",,미매핑,
AJR65507726,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507732,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507732,5211A22074A,"Tube Assembly,Connector",,미매핑,
AJR65507733,4930A20053A,"Holder,Sensor",,미매핑,
AJR65507733,5210A22409A,"Tube,Connector",,미매핑,
AJR65507733,5211A22074A,"Tube Assembly,Connector",,미매핑,
AJR65507733,MJU63001003,"Tube,Connector",,미매핑,
AJR65507733,MKW30000003,"Plug,Fusible",,미매핑,
AJR68031105,3H01582D,Tie,,미매핑,
AJR68031105,MJX42581402,"Valve,Service",,미매핑,
AJR68031105,MJX42581602,"Valve,Service",,미매핑,
AJR71429409,MJU62128503,"Tube,Connector",,미매핑,
AJR71429410,MJU62128503,"Tube,Connector",,미매핑,
AJR72367603,3H01582B,Tie,,미매핑,
AJR72367603,MJU61721901,"Tube,Connector",,미매핑,
AJR72367604,3H01582B,Tie,,미매핑,
AJR72367604,MJU61721901,"Tube,Connector",,미매핑,
AJR72367608,3H01582B,Tie,,미매핑,
AJR72367609,3H01582B,Tie,,미매핑,
AJR72367702,3H01582B,Tie,,미매핑,
AJR72367702,4H00049A,"Tube,Pinch Off",,미매핑,
AJR72367702,MJU61391901,"Tube,Connector",,미매핑,
AJR72367702,MJU61721901,"Tube,Connector",,미매핑,
AJR72367706,3H01582B,Tie,,미매핑,
AJR72572908,4A00322A,"Valve,Check",,미매핑,
AJR72572908,4A00609A,Cap,,미매핑,
AJR72572908,4H00049A,"Tube,Pinch Off",,미매핑,
AJR72914502,4930A20053A,"Holder,Sensor",,미매핑,
AJR72914508,4930A20053A,"Holder,Sensor",,미매핑,
AJR72914511,4930A20053A,"Holder,Sensor",,미매핑,
AJR72928401,4930A20053A,"Holder,Sensor",,미매핑,
AJR72928401,5210A22841A,"Tube,Coupling",,미매핑,
AJR72928401,5410A30184N,Insulator,,미매핑,
AJR72928401,MJU61885601,"Tube,Connector",,미매핑,
AJR72928402,5210A22841A,"Tube,Coupling",,미매핑,
AJR72928402,5410A30184N,Insulator,,미매핑,
AJR72928402,MJU61885601,"Tube,Connector",,미매핑,
AJR72933701,4930A20053B,"Holder,Sensor",,미매핑,
AJR72933701,4A00114D,"Tube,Connector",,미매핑,
AJR72933701,4H00049A,"Tube,Pinch Off",,미매핑,
AJR72933701,5210A22409A,"Tube,Connector",,미매핑,
AJR72933701,MJU61873701,"Tube,Connector",,미매핑,
AJR72933701,MJU61892301,"Tube,Connector",,미매핑,
AJR72933701,MJU61892401,"Tube,Connector",,미매핑,
AJR72937701,3H01582B,Tie,,미매핑,
AJR72937701,4930A20053A,"Holder,Sensor",,미매핑,
AJR72937701,4H00049A,"Tube,Pinch Off",,미매핑,
AJR72937701,AJR36904201,"Tube Assembly,Expansion",,미매핑,
AJR72937701,AJR72942901,"Tube Assembly,Connector",,미매핑,
AJR72937701,MEV39836107,Insulator,,미매핑,
AJR72942401,4H00049A,"Tube,Pinch Off",,미매핑,
AJR72946403,4H00006C,"Screw,Customized",,미매핑,
AJR72946403,5410A30055S,"Insulator,Tube",,미매핑,
AJR72946403,5410A30279A,"Insulator,Tube",,미매핑,
AJR72946403,MJX62253901,"Valve,Service",,미매핑,
AJR72946422,4930A20053A,"Holder,Sensor",,미매핑,
AJR72946422,4H00006C,"Screw,Customized",,미매핑,
AJR72946422,53402025,"Tape,Filament",,미매핑,
AJR72946422,MJX42581402,"Valve,Service",,미매핑,
AJR72946422,MJX42581602,"Valve,Service",,미매핑,
AJR72946424,4930A20053A,"Holder,Sensor",,미매핑,
AJR72946424,4H00006C,"Screw,Customized",,미매핑,
AJR72946424,MJX42581402,"Valve,Service",,미매핑,
AJR72946424,MJX42581602,"Valve,Service",,미매핑,
AJR72946801,4A00322A,"Valve,Check",,미매핑,
AJR72946801,4A00609A,Cap,,미매핑,
AJR72946802,4A00322A,"Valve,Check",,미매핑,
AJR72946802,4A00609A,Cap,,미매핑,
AJR72946805,4A00322A,"Valve,Check",,미매핑,
AJR72946805,4A00609A,Cap,,미매핑,
AJR72946805,4H00049A,"Tube,Pinch Off",,미매핑,
AJR72946806,4A00322A,"Valve,Check",,미매핑,
AJR72946806,4A00609A,Cap,,미매핑,
AJR72946806,4H00049A,"Tube,Pinch Off",,미매핑,
AJR72952503,3H01582B,Tie,,미매핑,
AJR72952503,MJU62097401,"Tube,Connector",,미매핑,
AJR72952603,3H01582D,Tie,,미매핑,
AJR72952603,MJU62097401,"Tube,Connector",,미매핑,
AJR72953103,3H01582B,Tie,,미매핑,
AJR72953103,4930A20053A,"Holder,Sensor",,미매핑,
AJR72953201,3H01582B,Tie,,미매핑,
AJR72953201,5040A20027E,Damper,,미매핑,
AJR72953201,5040A20027F,Damper,,미매핑,
AJR72953201,5040A20027G,Damper,,미매핑,
AJR72954601,5410A30055D,"Insulator,Tube",,미매핑,
AJR72954601,EBD62165601,"Sensor,Pressure",,미매핑,
AJR72954701,3H01582B,Tie,,미매핑,
AJR72954701,4H00049A,"Tube,Pinch Off",,미매핑,
AJR72954701,5410A30055D,"Insulator,Tube",,미매핑,
AJR72954801,4930A20053A,"Holder,Sensor",,미매핑,
AJR72954801,5224A20005M,Strainer,,미매핑,
AJR72954801,MJU53401202,"Tube,Connector",,미매핑,
AJR72957301,4930A20053A,"Holder,Sensor",,미매핑,
AJR72957301,MEV47266604,Insulator,,미매핑,
AJR72957305,4930A20053A,"Holder,Sensor",,미매핑,
AJR72957305,5210A22841A,"Tube,Coupling",,미매핑,
AJR72957305,MEV47266604,Insulator,,미매핑,
AJR72982303,3A00375P,"Socket,Flare",,미매핑,
AJR72982303,4H00901F,"Tube,Connector",,미매핑,
AJR72982303,MJU61987003,"Tube,Connector",,미매핑,
AJR72982303,MJU67003101,"Tube,Connector",,미매핑,
AJR73005001,3H01582D,Tie,,미매핑,
AJR73005001,4930A20053A,"Holder,Sensor",,미매핑,
AJR73023302,3H01582B,Tie,,미매핑,
AJR73023304,3H01582B,Tie,,미매핑,
AJR73023304,5410A30262C,"Insulator,Tube",,미매핑,
AJR73023306,3H01582B,Tie,,미매핑,
AJR73023601,MJU62030601,"Tube,Connector",,미매핑,
AJR73023601,MJU62030701,"Tube,Connector",,미매핑,
AJR73023801,MAZ61902210,Bracket,,미매핑,
AJR73062401,2H00351S,"Tube,Distributor",,미매핑,
AJR73065501,4930A20053A,"Holder,Sensor",,미매핑,
AJR73069701,3H01582B,Tie,,미매핑,
AJR73103101,5220AR3228Y,"Valve,Reverse",,미매핑,
AJR73123101,3A00375B,"Socket,Flare",,미매핑,
AJR73182701,3H01582B,Tie,,미매핑,
AJR73204003,3H01582B,Tie,,미매핑,
AJR73204003,MJX39414110,"Valve,Check",,미매핑,
AJR73204004,3H01582B,Tie,,미매핑,
AJR73222701,3H01582B,Tie,,미매핑,
AJR73222701,4A00322A,"Valve,Check",,미매핑,
AJR73222701,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73222701,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73222701,EBD62165601,"Sensor,Pressure",,미매핑,
AJR73222701,MBL53366901,Cap,,미매핑,
AJR73222702,3H01582B,Tie,,미매핑,
AJR73222702,4A00322A,"Valve,Check",,미매핑,
AJR73222702,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73222702,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73222702,EBD62165601,"Sensor,Pressure",,미매핑,
AJR73222702,MBL53366901,Cap,,미매핑,
AJR73224001,3H01582B,Tie,,미매핑,
AJR73224001,MJU61889108,"Tube,Distributor",,미매핑,
AJR73224001,MJU62266801,"Tube,Connector",,미매핑,
AJR73326604,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73326605,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73326607,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73326616,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73326624,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73326629,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73326630,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73326634,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73363201,3H01582B,Tie,,미매핑,
AJR73364003,5014A20009A,"Damper,Tube",,미매핑,
AJR73364005,3H01582G,Tie,,미매핑,
AJR73364008,3H01582G,Tie,,미매핑,
AJR73383001,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73383001,5410A30055R,"Insulator,Tube",,미매핑,
AJR73383004,5410A30055R,"Insulator,Tube",,미매핑,
AJR73562802,3H01582B,Tie,,미매핑,
AJR73562802,4930A20053A,"Holder,Sensor",,미매핑,
AJR73562802,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73562802,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73562802,EBD62165601,"Sensor,Pressure",,미매핑,
AJR73562802,EBE60661401,Solenoid,,미매핑,
AJR73583302,3H01582B,Tie,,미매핑,
AJR73583302,EBD62165601,"Sensor,Pressure",,미매핑,
AJR73663301,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73663302,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73682802,3H01582B,Tie,,미매핑,
AJR73682802,4930A20053A,"Holder,Sensor",,미매핑,
AJR73682803,3H01582B,Tie,,미매핑,
AJR73682803,4930A20053A,"Holder,Sensor",,미매핑,
AJR73682805,3H01582B,Tie,,미매핑,
AJR73682805,4930A20053A,"Holder,Sensor",,미매핑,
AJR73703801,3H01582B,Tie,,미매핑,
AJR73703801,4930A20053A,"Holder,Sensor",,미매핑,
AJR73703801,4A00322A,"Valve,Check",,미매핑,
AJR73703801,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73703801,EBD62165601,"Sensor,Pressure",,미매핑,
AJR73767201,3H01582B,Tie,,미매핑,
AJR73767202,3H01582B,Tie,,미매핑,
AJR73767204,3H01582B,Tie,,미매핑,
AJR73767206,3H01582B,Tie,,미매핑,
AJR73767304,3H01582B,Tie,,미매핑,
AJR73767304,3H01582D,Tie,,미매핑,
AJR73767304,AJR74488601,"Tube Assembly,Capillary",,미매핑,
AJR73767304,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73767306,3H01582B,Tie,,미매핑,
AJR73767306,3H01582D,Tie,,미매핑,
AJR73767306,EAP62126401,"Coil,Expansion",,미매핑,
AJR73767314,3H01582B,Tie,,미매핑,
AJR73767314,3H01582D,Tie,,미매핑,
AJR73767314,EAP62126401,"Coil,Expansion",,미매핑,
AJR73767314,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73767318,3H01582B,Tie,,미매핑,
AJR73767318,3H01582D,Tie,,미매핑,
AJR73767318,EAP62126401,"Coil,Expansion",,미매핑,
AJR73767318,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73767511,3H01582B,Tie,,미매핑,
AJR73767511,3H01582G,Tie,,미매핑,
AJR73767511,4930A20053A,"Holder,Sensor",,미매핑,
AJR73767513,3H01582B,Tie,,미매핑,
AJR73767513,3H01582G,Tie,,미매핑,
AJR73767513,4930A20053A,"Holder,Sensor",,미매핑,
AJR73767514,3H01582B,Tie,,미매핑,
AJR73767514,3H01582G,Tie,,미매핑,
AJR73767514,4930A20053A,"Holder,Sensor",,미매핑,
AJR73767514,FAB30208603,"Screw,Customized",,미매핑,
AJR73767711,3H01582B,Tie,,미매핑,
AJR73767711,4930A20053A,"Holder,Sensor",,미매핑,
AJR73767802,3H01582B,Tie,,미매핑,
AJR73767802,4930A20053A,"Holder,Sensor",,미매핑,
AJR73767802,4A00322A,"Valve,Check",,미매핑,
AJR73767802,4A00609A,Cap,,미매핑,
AJR73767802,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73767812,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73767813,4930A20053A,"Holder,Sensor",,미매핑,
AJR73767814,3H01582B,Tie,,미매핑,
AJR73767818,3H01582B,Tie,,미매핑,
AJR73767818,4930A20053A,"Holder,Sensor",,미매핑,
AJR73767818,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73767818,5410A21281A,"Insulator,Tube",,미매핑,
AJR73767818,EBD62165601,"Sensor,Pressure",,미매핑,
AJR73767821,3H01582B,Tie,,미매핑,
AJR73767821,4930A20053A,"Holder,Sensor",,미매핑,
AJR73767821,4A00322A,"Valve,Check",,미매핑,
AJR73767821,4A00609A,Cap,,미매핑,
AJR73767821,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73768801,3H01582B,Tie,,미매핑,
AJR73768801,4930A20053A,"Holder,Sensor",,미매핑,
AJR73768803,3H01582B,Tie,,미매핑,
AJR73768803,4930A20053A,"Holder,Sensor",,미매핑,
AJR73768805,3H01582B,Tie,,미매핑,
AJR73786307,1SDTF040267,"Screw,Taptite",,미매핑,
AJR73786307,5014A20009B,"Damper,Tube",,미매핑,
AJR73802904,1SZZA20001L,"Screw,Customized",,미매핑,
AJR73802904,1TTL0402418,"Screw,Tapping",,미매핑,
AJR73802904,3H01582B,Tie,,미매핑,
AJR73822504,4H00006C,"Screw,Customized",,미매핑,
AJR73822506,4H00006C,"Screw,Customized",,미매핑,
AJR73822507,4H00006C,"Screw,Customized",,미매핑,
AJR73822507,MJX62451601,"Valve,Service",,미매핑,
AJR73822509,4H00006C,"Screw,Customized",,미매핑,
AJR73822512,4H00006C,"Screw,Customized",,미매핑,
AJR73822512,EAP30616906,"Coil,Expansion",,미매핑,
AJR73822512,MJX42581402,"Valve,Service",,미매핑,
AJR73822512,MJX42581602,"Valve,Service",,미매핑,
AJR73822515,MJX42581402,"Valve,Service",,미매핑,
AJR73822515,MJX62451601,"Valve,Service",,미매핑,
AJR73822516,4H00006C,"Screw,Customized",,미매핑,
AJR73822516,MJX42581402,"Valve,Service",,미매핑,
AJR73822516,MJX62451601,"Valve,Service",,미매핑,
AJR73822520,4H00006C,"Screw,Customized",,미매핑,
AJR73822520,MJX62451601,"Valve,Service",,미매핑,
AJR73822522,4H00006C,"Screw,Customized",,미매핑,
AJR73822522,MJX42581402,"Valve,Service",,미매핑,
AJR73822522,MJX42581602,"Valve,Service",,미매핑,
AJR73822523,4H00006C,"Screw,Customized",,미매핑,
AJR73822523,EAP30616906,"Coil,Expansion",,미매핑,
AJR73822528,4H00006C,"Screw,Customized",,미매핑,
AJR73822528,5014A30001C,"Damper,Tube",,미매핑,
AJR73822529,4H00006C,"Screw,Customized",,미매핑,
AJR73822530,4H00006C,"Screw,Customized",,미매핑,
AJR73822530,EAP62228706,"Coil,Expansion",,미매핑,
AJR73822530,EBE61441605,Solenoid,,미매핑,
AJR73822530,MJX42581402,"Valve,Service",,미매핑,
AJR73822530,MJX62451601,"Valve,Service",,미매핑,
AJR73822536,4H00006C,"Screw,Customized",,미매핑,
AJR73822538,4H00006C,"Screw,Customized",,미매핑,
AJR73822538,5014A30001C,"Damper,Tube",,미매핑,
AJR73822538,MKW30000003,"Plug,Fusible",,미매핑,
AJR73822540,4H00006C,"Screw,Customized",,미매핑,
AJR73822540,MJU41942219,"Tube,Suction",,미매핑,
AJR73822540,MJU41942220,"Tube,Suction",,미매핑,
AJR73822601,3H01582B,Tie,,미매핑,
AJR73882506,4930A20053A,"Holder,Sensor",,미매핑,
AJR73882506,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73882508,4930A20053A,"Holder,Sensor",,미매핑,
AJR73903407,3A00375B,"Socket,Flare",,미매핑,
AJR73903407,4930A20053A,"Holder,Sensor",,미매핑,
AJR73909401,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73909702,3H01582B,Tie,,미매핑,
AJR73915505,3H01582D,Tie,,미매핑,
AJR73915505,4930A20053A,"Holder,Sensor",,미매핑,
AJR73915506,3H01582D,Tie,,미매핑,
AJR73915506,4930A20053A,"Holder,Sensor",,미매핑,
AJR73915511,3H01582D,Tie,,미매핑,
AJR73915511,4930A20053A,"Holder,Sensor",,미매핑,
AJR73915512,3H01582D,Tie,,미매핑,
AJR73915512,4930A20053A,"Holder,Sensor",,미매핑,
AJR73915603,3H01582D,Tie,,미매핑,
AJR73915604,3H01582D,Tie,,미매핑,
AJR73915605,3H01582B,Tie,,미매핑,
AJR73915605,3H01582D,Tie,,미매핑,
AJR73915605,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73915607,3H01582B,Tie,,미매핑,
AJR73915607,3H01582D,Tie,,미매핑,
AJR73915607,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73915611,3H01582D,Tie,,미매핑,
AJR73915612,3H01582B,Tie,,미매핑,
AJR73915612,3H01582D,Tie,,미매핑,
AJR73915612,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73915614,3H01582B,Tie,,미매핑,
AJR73915614,3H01582D,Tie,,미매핑,
AJR73915614,EBD60663823,"Sensor,Pressure",,미매핑,
AJR73945001,3H00739A,Spring,,미매핑,
AJR73945001,4930A20053A,"Holder,Sensor",,미매핑,
AJR73949101,4930A20053A,"Holder,Sensor",,미매핑,
AJR73949101,4H00049A,"Tube,Pinch Off",,미매핑,
AJR73952501,3A00375B,"Socket,Flare",,미매핑,
AJR73964609,3H01582B,Tie,,미매핑,
AJR73964609,3H01582D,Tie,,미매핑,
AJR73964609,4930A20053A,"Holder,Sensor",,미매핑,
AJR73964902,3H01582B,Tie,,미매핑,
AJR73964902,4930A20053A,"Holder,Sensor",,미매핑,
AJR73964904,3H01582B,Tie,,미매핑,
AJR73964904,4930A20053A,"Holder,Sensor",,미매핑,
AJR73964904,5040A20027E,Damper,,미매핑,
AJR73964904,5040A20027F,Damper,,미매핑,
AJR73964904,5040A20027G,Damper,,미매핑,
AJR73964905,3H01582B,Tie,,미매핑,
AJR73964905,4930A20053A,"Holder,Sensor",,미매핑,
AJR73964906,3H01582B,Tie,,미매핑,
AJR73964906,4930A20053A,"Holder,Sensor",,미매핑,
AJR73965601,3H01582B,Tie,,미매핑,
AJR73965601,4930A20053A,"Holder,Sensor",,미매핑,
AJR73965601,5210A22409A,"Tube,Connector",,미매핑,
AJR73965601,5210A28001C,"Tube,Return Bending",,미매핑,
AJR73965601,MJU62788805,"Tube,Connector",,미매핑,
AJR73965601,MJU62788807,"Tube,Connector",,미매핑,
AJR73965601,MJU62788809,"Tube,Connector",,미매핑,
AJR73965601,MJU62789005,"Tube,Capillary Bending",,미매핑,
AJR73965601,MJU62789007,"Tube,Capillary Bending",,미매핑,
AJR73965601,MJU62922101,"Tube,Connector",,미매핑,
AJR73965601,MJU62922103,"Tube,Connector",,미매핑,
AJR73965601,MJU62922105,"Tube,Connector",,미매핑,
AJR73965601,MJU62922107,"Tube,Connector",,미매핑,
AJR73965601,MJU62922109,"Tube,Connector",,미매핑,
AJR73965601,MJU62922111,"Tube,Connector",,미매핑,
AJR73965601,MJU62922113,"Tube,Connector",,미매핑,
AJR73965602,3H01582B,Tie,,미매핑,
AJR73965602,4930A20053A,"Holder,Sensor",,미매핑,
AJR73965602,5210A22409A,"Tube,Connector",,미매핑,
AJR73965602,5210A28001C,"Tube,Return Bending",,미매핑,
AJR73965602,MJU62788806,"Tube,Connector",,미매핑,
AJR73965602,MJU62788808,"Tube,Connector",,미매핑,
AJR73965602,MJU62788810,"Tube,Connector",,미매핑,
AJR73965602,MJU62789006,"Tube,Capillary Bending",,미매핑,
AJR73965602,MJU62789008,"Tube,Capillary Bending",,미매핑,
AJR73965602,MJU62922102,"Tube,Connector",,미매핑,
AJR73965602,MJU62922104,"Tube,Connector",,미매핑,
AJR73965602,MJU62922106,"Tube,Connector",,미매핑,
AJR73965602,MJU62922108,"Tube,Connector",,미매핑,
AJR73965602,MJU62922110,"Tube,Connector",,미매핑,
AJR73965602,MJU62922112,"Tube,Connector",,미매핑,
AJR73965602,MJU62922114,"Tube,Connector",,미매핑,
AJR73965606,3H01582B,Tie,,미매핑,
AJR73965606,4930A20053A,"Holder,Sensor",,미매핑,
AJR73965607,3H01582B,Tie,,미매핑,
AJR73965607,4930A20053A,"Holder,Sensor",,미매핑,
AJR73965701,4930A20053A,"Holder,Sensor",,미매핑,
AJR73970508,3H01582D,Tie,,미매핑,
AJR73970512,3H01582D,Tie,,미매핑,
AJR73970512,5210A21458Q,Accumulator,,미매핑,
AJR73970512,MJU61848906,"Tube,Connector",,미매핑,
AJR73970512,MJU61848910,"Tube,Connector",,미매핑,
AJR73970512,MJU63031904,"Tube,Suction",,미매핑,
AJR73980306,4930A20053A,"Holder,Sensor",,미매핑,
AJR73980306,4A00609A,Cap,,미매핑,
AJR73980306,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73980317,3H01582B,Tie,,미매핑,
AJR73980317,4930A20053A,"Holder,Sensor",,미매핑,
AJR73980317,4A00322A,"Valve,Check",,미매핑,
AJR73980317,4A00609A,Cap,,미매핑,
AJR73980317,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73980318,3H01582B,Tie,,미매핑,
AJR73980318,4930A20053A,"Holder,Sensor",,미매핑,
AJR73980318,4A00114D,"Tube,Connector",,미매핑,
AJR73980318,4A00322A,"Valve,Check",,미매핑,
AJR73980318,4A00609A,Cap,,미매핑,
AJR73980318,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73980318,MJU63067406,"Tube,Connector",,미매핑,
AJR73980318,MJU63067506,"Tube,Connector",,미매핑,
AJR73980318,MJU63754101,"Tube,Connector",,미매핑,
AJR73980320,3H01582B,Tie,,미매핑,
AJR73980320,4930A20053A,"Holder,Sensor",,미매핑,
AJR73980320,4A00322A,"Valve,Check",,미매핑,
AJR73980320,4A00609A,Cap,,미매핑,
AJR73980320,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR73980322,3H01582B,Tie,,미매핑,
AJR73980322,4930A20053A,"Holder,Sensor",,미매핑,
